"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name","parameter_tmax_or_tmin","realm_mean_ARR","realm_sd_ARR","realm_n_ARR","class_mean_ARR","class_sd_ARR","class_n_ARR","class_specific","ARR_equ_slope","ARR_equ_int","mean_int_class","mean_int_realm","int"
"Rana","pretiosa","max",34.8,"ct",51,51,-121.5,609.6,30,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pretiosa","Brattstrom_1968",23.18991661,6.81008339,"Rana pretiosa","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,30.0728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Rana","pretiosa","min",-1,"lt",51,51,-121.5,609.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pretiosa","Brattstrom_1968",-12.84217358,35.84217358,"Rana pretiosa","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,-5.18631944431667,-0.927581699231373,1.13734758558321,-0.927581699231373
"Sceloporus","undulatus","max",40.4,"ct",33.6,33.6,-81.7,200,33,35,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_undulatus","Angilletta_et_al_2002",34.02242661,-1.02242661,"Sceloporus undulatus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,36.8438157894737,39.5340918339664,37.2276849039965,39.5340918339664
"Sceloporus","undulatus","min",11.4,"ct",33.6,33.6,-81.7,200,20,15,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Sceloporus_undulatus","Angilletta_et_al_2002",1.038202524,18.96179748,"Sceloporus undulatus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,7.61666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Scinax","staufferi","min",7.5,"lt",15,15,NA,1219.2,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Scinax_staufferi","Brattstrom_1968",NA,NA,"Scinax staufferi","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,3.31368055568333,-0.927581699231373,1.13734758558321,-0.927581699231373
"Scotina","gracilipes","max",41.4,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Liocranidae","Terrestrial","ectotherm","Scotina_gracilipes","Almquist_1970",20.58191681,-5.58191681,"Scotina gracilipes","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,39.2919385225589,38.391400086146,37.2276849039965,38.391400086146
"Scotina","gracilipes","min",-6.9,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Liocranidae","Terrestrial","ectotherm","Scotina_gracilipes","Almquist_1970",-1.632228255,5.632228255,"Scotina gracilipes","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-7.5295505615208,-9.14163942759749,1.13734758558321,-9.14163942759749
"Semele","solida","max",28.5,"lt",-14.25,14.25,-76.2,0,16,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Semelidae","Marine","ectotherm","Semele_solida","Urban_1994",25.26999855,-9.26999855,"Semele solida","tmax",0.327634847626389,0.227531873483291,371,0.14,0.114017542509914,5,"TRUE",0.14,26.26,27.8706666666667,24.0662256604722,27.8706666666667
"Spea","hammondii","max",40.3,"ct",30,30,-110.3,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Pelobatidae","Terrestrial","ectotherm","Spea_hammondii","Brattstrom_1968",37.48022079,-7.48022079,"Spea hammondii","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,35.5728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Spea","hammondii","min",0,"lt",30,30,-110.3,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Pelobatidae","Terrestrial","ectotherm","Spea_hammondii","Brattstrom_1968",2.942737341,20.05726266,"Spea hammondii","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,-4.18631944431667,-0.927581699231373,1.13734758558321,-0.927581699231373
"Sphenomorphus","incognitus","max",39.3,"ct",22.05,22.05,121.53,291,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_incognitus","Huang_et_al_2006",30.32381439,-10.32381439,"Sphenomorphus incognitus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,37.1447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Sphenomorphus","incognitus","min",12,"ct",22.05,22.05,121.53,291,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_incognitus","Huang_et_al_2006",16.66363335,3.33636665,"Sphenomorphus incognitus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,8.21666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Sphenomorphus","indicus","max",37.6,"ct",30.27,30.27,120.15,17,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_indicus","Xiang_et_al_1996",31.90628052,-3.90628052,"Sphenomorphus indicus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,34.5826315789474,39.5340918339664,37.2276849039965,39.5340918339664
"Sphenomorphus","indicus","min",3.1,"ct",30.27,30.27,120.15,17,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_indicus","Xiang_et_al_1996",-0.171070173,28.17107017,"Sphenomorphus indicus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-2.19666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Sphenomorphus","taiwanensis","max",37.4,"ct",24.17,24.17,121.3,2596,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_taiwanensis","Huang_et_al_2006",31.81743622,-11.81743622,"Sphenomorphus taiwanensis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,35.2447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Sphenomorphus","taiwanensis","min",5.9,"ct",24.17,24.17,121.3,2596,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Sphenomorphus_taiwanensis","Huang_et_al_2006",9.681798935,10.31820107,"Sphenomorphus taiwanensis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.11666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Sphoeroides","maculatus","min",7.6,"lt",40,40,-74,0,10,NA,NA,48,"Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Marine","ectotherm","Sphoeroides_maculatus","Hoff&Westman1966_in_Brett_1970",2.629999876,7.370000124,"Sphoeroides maculatus","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,4.61,3.06775,3.06775,3.06775
"Stemonyphantes","lineatus","max",40.5,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Stemonyphantes_lineatus","Almquist_1970",20.58191681,-5.58191681,"Stemonyphantes lineatus","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,38.3919385225589,38.391400086146,37.2276849039965,38.391400086146
"Stemonyphantes","lineatus","min",-13.3,"lt",56.4,56.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Stemonyphantes_lineatus","Almquist_1970",-3.509983778,7.509983778,"Stemonyphantes lineatus","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-13.9295505615208,-9.14163942759749,1.13734758558321,-9.14163942759749
"Sterechinus","neumayeri","max",19.3,"ct",-77.85,77.85,166.67,0,26,-1.7,0.017,NA,"Echinodermata","Echinoidea","Echinoida","Echinidae","Marine","ectotherm","Sterechinus_neumayeri","Morley_et_al_2016",0,26,"Sterechinus neumayeri","tmax",0.327634847626389,0.227531873483291,371,0.225,0.0353553390593274,2,"TRUE",0.225,13.45,23.95,24.0662256604722,23.95
"Takydromus","formosanus","max",43.3,"ct",25.15,25.15,121.55,0,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_formosanus","Huang_&_Tu_2008a",32.11955261,-12.11955261,"Takydromus formosanus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.1447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Takydromus","formosanus","min",5,"ct",25.12,25.12,121.55,1500,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_formosanus","Huang_&_Tu_2008b",9.957023621,10.04297638,"Takydromus formosanus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.21666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Takydromus","hsuehshanensis","max",43.5,"ct",24.17,24.17,121.3,2596,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_hsuehshanensis","Huang_&_Tu_2008a",31.81743622,-11.81743622,"Takydromus hsuehshanensis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.3447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Takydromus","hsuehshanensis","min",2.5,"ct",23.91,23.91,121.3,2000,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_hsuehshanensis","Huang_&_Tu_2008b",9.681798935,10.31820107,"Takydromus hsuehshanensis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-1.28333333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Takydromus","septentrionalis","max",44.5,"ct",30.72,30.72,122.45,NA,20,35,0.175,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_septentrionalis","Yang_et_al_2008",NA,NA,"Takydromus septentrionalis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.3447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Takydromus","septentrionalis","min",4.9,"ct",30.72,30.72,122.45,NA,20,20,0.175,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_septentrionalis","Yang_et_al_2008",NA,NA,"Takydromus septentrionalis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.11666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Takydromus","sexlineatus","max",42.2,"ct",24.8,24.8,113.58,28,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_sexlineatus","Zhang_&_Ji_2004",32.91100311,-4.91100311,"Takydromus sexlineatus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.1826315789474,39.5340918339664,37.2276849039965,39.5340918339664
"Takydromus","sexlineatus","min",6.4,"ct",24.8,24.8,113.58,28,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_sexlineatus","Zhang_&_Ji_2004",4.58836937,23.41163063,"Takydromus sexlineatus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.10333333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Takydromus","stejnegeri","max",43.4,"ct",25.15,25.15,121.55,0,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_stejnegeri","Huang_&_Tu_2008a",32.11955261,-12.11955261,"Takydromus stejnegeri","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.2447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Takydromus","stejnegeri","min",5.7,"ct",25.12,25.12,121.55,1000,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_stejnegeri","Huang_&_Tu_2008b",9.957023621,10.04297638,"Takydromus stejnegeri","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.91666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Tarentola","boettgeri","min",7.1,"ct",28,28,-15.5,950,23,23,NA,NA,"Chordata","Lepidosauria","Squamata","Phyllodactylidae","Terrestrial","ectotherm","Tarentola_boettgeri","Brown_1996",14.73479843,8.26520157,"Tarentola boettgeri","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.74916666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Tautogolabrus","adspersus","max",30,"lt",42,42,-70,0,20,NA,NA,48,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Tautogolabrus_adspersus","Haugaard_&_Irving_1943_in_Brett_1970",22.04999924,-2.04999924,"Tautogolabrus adspersus","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,23.9875115435396,23.5717496237145,24.0662256604722,23.5717496237145
"Tautogolabrus","adspersus","min",0.6,"lt",42,42,-70,0,2,NA,NA,48,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Tautogolabrus_adspersus","Haugaard_&_Irving_1943_in_Brett_1970",2.450000048,-0.450000048,"Tautogolabrus adspersus","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,0.002,3.06775,3.06775,3.06775
"Teratoscincus","przewalskii","min",8.9,"ct",40.17,40.17,NA,1109,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Teratoscincus_przewalskii","Autumn_et_al_1994",NA,NA,"Teratoscincus przewalskii","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,4.36,2.78138764044944,1.13734758558321,2.78138764044944
"Tetramorium","caespitum","max",40,"ct",42.51,42.51,-72.21,232,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Tetramorium_caespitum","Diamond_et_al_2012",27.61415291,-2.61415291,"Tetramorium caespitum","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,37.2427315855689,40.0134976045186,37.2276849039965,40.0134976045186
"Thalassoma","lucasanum","max",36,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Thalassoma_lucasanum","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Thalassoma lucasanum","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,28.0334527951899,23.5717496237145,24.0662256604722,23.5717496237145
"Thalassoma","lucasanum","min",16.3,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Thalassoma_lucasanum","Mora_&_Ospina_2002",24.36999893,2.13000107,"Thalassoma lucasanum","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,8.3765,3.06775,3.06775,3.06775
"Thamnophis","butleri","min",5.8,"ct",42.27,42.27,NA,280,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_butleri","Doughty_1994",NA,NA,"Thamnophis butleri","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.26,2.78138764044944,1.13734758558321,2.78138764044944
"Thamnophis","elegans","max",43.1,"ct",40.8,40.8,-105.59,2600,23,22.5,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_elegans","Scott_et_al_1982",28.63018799,-5.63018799,"Thamnophis elegans","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.621447368421,39.5340918339664,37.2276849039965,39.5340918339664
"Thamnophis","marcianus","min",5.7,"ct",32.25,32.25,NA,1272,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_marcianus","Doughty_1994",NA,NA,"Thamnophis marcianus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.16,2.78138764044944,1.13734758558321,2.78138764044944
"Thamnophis","melanogaster","min",6.1,"ct",20.25,20.25,NA,1563,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_melanogaster","Doughty_1994",NA,NA,"Thamnophis melanogaster","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.56,2.78138764044944,1.13734758558321,2.78138764044944
"Thamnophis","radix","min",4.6,"ct",45.41,45.41,-101.15,451,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_radix","Doughty_1994",-15.69841099,39.69841099,"Thamnophis radix","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.0599999999999996,2.78138764044944,1.13734758558321,2.78138764044944
"Tiliqua","rugosa","max",43,"ct",-30,30,150,331,35,35,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_rugosa","Bennett_&_John-Alder_1986",32.96734619,2.03265381,"Tiliqua rugosa","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.2282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Tiliqua","rugosa","min",3.5,"ct",-30,30,150,331,15,15,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_rugosa","Bennett_&_John-Alder_1986",3.306652308,11.69334769,"Tiliqua rugosa","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.6625,2.78138764044944,1.13734758558321,2.78138764044944
"Tlalocohyla","smithii","max",42.5,"ct",22,22,-104.8,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Tlalocohyla_smithii","Brattstrom_1968",32.73195267,-2.73195267,"Tlalocohyla smithii","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,37.7728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Tlalocohyla","smithii","min",5,"lt",22,22,-104.8,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Tlalocohyla_smithii","Brattstrom_1968",10.27423286,12.72576714,"Tlalocohyla smithii","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,0.813680555683333,-0.927581699231373,1.13734758558321,-0.927581699231373
"Trachylepis","striata","min",15.7,"ct",-15.38,15.38,20.73,900,20,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Trachylepis_striata","Patterson_1991",7.364812374,12.63518763,"Trachylepis striata","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,11.9166666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Trachymyrmex","septentrionalis","max",41.2,"ct",35.78,35.78,-78.8,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Trachymyrmex_septentrionalis","Diamond_et_al_2012",32.93321609,-7.93321609,"Trachymyrmex septentrionalis","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,38.4427315855689,40.0134976045186,37.2276849039965,40.0134976045186
"Trematomus","bernacchii","max",8,"lt",-77.5,77.5,165,0,-1.9,NA,NA,430,"Chordata","Actinopteri","Perciformes","Nototheniidae","Marine","ectotherm","Trematomus_bernacchii","Somero_&_DeVries1967",0.01,-1.91,"Trematomus bernacchii","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,8.57118640336374,23.5717496237145,24.0662256604722,23.5717496237145
"Trematomus","borchgrevinki","max",7,"lt",-77.5,77.5,165,0,-1.9,NA,NA,NA,"Chordata","Actinopteri","Perciformes","Nototheniidae","Marine","ectotherm","Trematomus_borchgrevinki","Somero_&_DeVries1967",0.01,-1.91,"Trematomus borchgrevinki","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,7.57118640336374,23.5717496237145,24.0662256604722,23.5717496237145
"Trematomus","hansoni","max",10,"lt",-77.5,77.5,165,0,-1.9,NA,NA,60,"Chordata","Actinopteri","Perciformes","Nototheniidae","Marine","ectotherm","Trematomus_hansoni","Somero_&_DeVries1967",0.01,-1.91,"Trematomus hansoni","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,10.5711864033637,23.5717496237145,24.0662256604722,23.5717496237145
"Trimeresurus","gracilis","max",37.7,"ct",23.53,23.53,120.8,2482,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Trimeresurus_gracilis","Huang_et_al_2007",30.70067215,-10.70067215,"Trimeresurus gracilis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,35.5447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Trimeresurus","gracilis","min",4.7,"ct",23.53,23.53,120.8,2482,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Trimeresurus_gracilis","Huang_et_al_2007",13.64072227,6.35927773,"Trimeresurus gracilis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.916666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Trimeresurus","stejnegeri","max",38,"ct",23.97,23.97,120.95,423,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Trimeresurus_stejnegeri","Huang_et_al_2007",31.81743622,-11.81743622,"Trimeresurus stejnegeri","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,35.8447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Trimeresurus","stejnegeri","min",6.4,"ct",23.97,23.97,120.95,423,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Trimeresurus_stejnegeri","Huang_et_al_2007",9.681798935,10.31820107,"Trimeresurus stejnegeri","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.61666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Uta","stansburiana","max",43.7,"ct",40.56,40.56,-105.59,1658,25,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Uta_stansburiana","Waldschmidt_&_Tracy_1983",28.63018799,-3.63018799,"Uta stansburiana","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.0059210526316,39.5340918339664,37.2276849039965,39.5340918339664
"Uta","stansburiana","min",7.8,"ct",40.56,40.56,-105.59,1658,25,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Uta_stansburiana","Waldschmidt_&_Tracy_1983",-11.50941658,36.50941658,"Uta stansburiana","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.07083333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Xantho","incisus","max",33.4,"ct",38,38,-9,0,24,24,0.017,NA,"Arthropoda","Malacostraca","Decapoda","Xanthidae","Intertidal","ectotherm","Xantho_incisus","Madeira_et_al_2011",22.84000015,1.15999985,"Xantho incisus","tmax",0.327634847626389,0.227531873483291,371,0.305662878787879,0.157352590829053,44,"TRUE",0.305662878787879,26.0640909090909,28.1471105587121,30.0833830033931,28.1471105587121
"Xantusia","vigilis","max",40.5,"ct",34.54,34.54,-117.29,840,20,20,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_vigilis","Kaufmann_&_Bennett_1989",34.57215118,-14.57215118,"Xantusia vigilis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,38.3447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Xantusia","vigilis","min",4.5,"ct",34.54,34.54,-117.29,840,20,20,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_vigilis","Kaufmann_&_Bennett_1989",1.797234893,18.20276511,"Xantusia vigilis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,0.716666666666666,2.78138764044944,1.13734758558321,2.78138764044944
"Zoarces","viviparus","max",26.7,"ct",54.5,54.5,10.2,0,12,12,1,NA,"Chordata","Actinopteri","Perciformes","Zoarcidae","Marine","ectotherm","Zoarces_viviparus","Zakhartsev_et_al_2003",21.98999977,-9.98999977,"Zoarces viviparus","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,23.0925069261237,23.5717496237145,24.0662256604722,23.5717496237145
