"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","limit_type","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Lipinia_pulchella_IUCN","Te","none","Terrestrial",37.5367431640625,35.0528297424316,35.1,NA,NA,NA,"tmax",0,2.4839134216309,2.4367431640625,0,NA,NA,NA,NA,"Lipinia pulchella","IUCN",182831,12.1031801700001
"Litoria_gracilenta_IUCN","Te","none","Terrestrial",30.3812408447266,36.6227226257324,39,NA,NA,NA,"tmax",-6.2414817810058,0,0,8.6187591552734,NA,NA,NA,NA,"Litoria gracilenta","IUCN",318333,-21.154691273
"Masticophis_lateralis_IUCN","Te","cold","Terrestrial",43.4381141662598,43.4381141662598,44,NA,NA,NA,"tmax",0,0,0,0.561885833740199,NA,NA,NA,NA,"Masticophis lateralis","IUCN",200598,32.7911178655
"Morethia_butleri_GBIF","Te","none","Terrestrial",40.6241073608398,41.3863792419434,44.6,NA,NA,NA,"tmax",-0.762271881103601,0,0,3.9758926391602,NA,NA,NA,NA,"Morethia butleri","GBIF",1548350,-28.8412441978537
"Morethia_butleri_IUCN","Te","none","Terrestrial",40.0380210876465,41.3863792419434,44.6,NA,NA,NA,"tmax",-1.3483581542969,0,0,4.5619789123535,NA,NA,NA,NA,"Morethia butleri","IUCN",1274750,-29.364084745
"Morethia_lineoocellata_GBIF","Te","none","Terrestrial",41.3863792419434,41.3863792419434,44.6,NA,NA,NA,"tmax",0,0,0,3.2136207580566,NA,NA,NA,NA,"Morethia lineoocellata","GBIF",487992,-27.4531515459151
"Morethia_lineoocellata_IUCN","Te","none","Terrestrial",41.3863792419434,41.3863792419434,44.6,NA,NA,NA,"tmax",0,0,0,3.2136207580566,NA,NA,NA,NA,"Morethia lineoocellata","IUCN",257439,-27.8007263769999
"Morethia_obscura_IUCN","Te","none","Terrestrial",41.3860244750977,41.3860244750977,42.3,NA,NA,NA,"tmax",0,0,0,0.913975524902298,NA,NA,NA,NA,"Morethia obscura","IUCN",1258841,-30.764903223
"Morethia_obscura_GBIF","Te","none","Terrestrial",41.3860244750977,41.3860244750977,42.3,NA,NA,NA,"tmax",0,0,0,0.913975524902298,NA,NA,NA,NA,"Morethia obscura","GBIF",4823474,-28.2131334714497
"Morethia_taeniopleura_GBIF","Te","none","Terrestrial",36.3719711303711,41.3809852600098,42,NA,NA,NA,"tmax",-5.0090141296387,0,0,5.6280288696289,NA,NA,NA,NA,"Morethia taeniopleura","GBIF",743841,-20.1405345567046
"Morethia_taeniopleura_IUCN","Te","none","Terrestrial",36.3719711303711,41.3809852600098,42,NA,NA,NA,"tmax",-5.0090141296387,0,0,5.6280288696289,NA,NA,NA,NA,"Morethia taeniopleura","IUCN",739228,-19.5342792665
"Neobatrachus_pictus_IUCN","Te","hot","Terrestrial",25.2316703796387,29.2969226837158,29.3,NA,NA,NA,"tmax",-4.0652523040771,0,0,4.0683296203613,NA,NA,NA,NA,"Neobatrachus pictus","IUCN",310057,-34.6030740445
"Niveoscincus_coventryi_GBIF","Te","cold","Terrestrial",32.3547515869141,40.1825828552246,40.2,NA,NA,NA,"tmax",-7.8278312683105,0,0,7.8452484130859,NA,NA,NA,NA,"Niveoscincus coventryi","GBIF",286412,-36.1888905615976
"Niveoscincus_coventryi_GARD","Te","cold","Terrestrial",31.9793586730957,40.1825828552246,40.2,NA,NA,NA,"tmax",-8.2032241821289,0,0,8.2206413269043,NA,NA,NA,NA,"Niveoscincus coventryi","GARD",174081,-35.5867281006943
"Notophthalmus_viridescens_IUCN","Te","cold","Terrestrial",33.873893737793,37.1939506530762,37.3,NA,NA,NA,"tmax",-3.3200569152832,0,0,3.426106262207,NA,NA,NA,NA,"Notophthalmus viridescens","IUCN",3520443,38.0308696245
"Occidozyga_laevis_IUCN","Te","none","Terrestrial",34.3975830078125,35.283821105957,35.3,NA,NA,NA,"tmax",-0.886238098144503,0,0,0.902416992187497,NA,NA,NA,NA,"Occidozyga laevis","IUCN",507731,9.46836624900004
"Parvoscincus_decipiens_GARD","Te","none","Terrestrial",37.535457611084,32.8850555419922,32.9,NA,NA,NA,"tmax",0,4.6504020690918,4.635457611084,0,NA,NA,NA,NA,"Parvoscincus decipiens","GARD",201993,12.1031842663899
"Pedioplanis_lineoocellata_GBIF","Te","none","Terrestrial",39.0698394775391,45.5325660705566,45.6,NA,NA,NA,"tmax",-6.4627265930175,0,0,6.5301605224609,NA,NA,NA,NA,"Pedioplanis lineoocellata","GBIF",2155003,-26.1157265616769
"Pedioplanis_lineoocellata_GARD","Te","none","Terrestrial",38.9235000610352,45.5325660705566,45.6,NA,NA,NA,"tmax",-6.6090660095214,0,0,6.6764999389648,NA,NA,NA,NA,"Pedioplanis lineoocellata","GARD",1757898,-26.9112489809182
"Petrosaurus_mearnsi_IUCN","Te","none","Terrestrial",42.4080581665039,42.5592651367188,42.6,NA,NA,NA,"tmax",-0.151206970214901,0,0,0.191941833496102,NA,NA,NA,NA,"Petrosaurus mearnsi","IUCN",16987,31.2361152345001
"Philoria_frosti_IUCN","Te","none","Terrestrial",22.2366237640381,27.8921203613281,28.8,NA,NA,NA,"tmax",-5.65549659729,0,0,6.5633762359619,NA,NA,NA,NA,"Philoria frosti","IUCN",103,-37.8264241559999
"Philoria_loveridgei_IUCN","Te","none","Terrestrial",30.2014427185059,30.455738067627,30.5,NA,NA,NA,"tmax",-0.254295349121101,0,0,0.298557281494102,NA,NA,NA,NA,"Philoria loveridgei","IUCN",450,-28.2873564645
"Phrurolithus_festivus_GBIF","Te","none","Terrestrial",31.0254001617432,44.1441917419434,45.6,NA,NA,NA,"tmax",-13.1187915802002,0,0,14.5745998382568,NA,NA,NA,NA,"Phrurolithus festivus","GBIF",3206384,53.9540674435911
"Phrynosoma_coronatum_IUCN","Te","cold","Terrestrial",43.4217948913574,43.4217948913574,46.7,NA,NA,NA,"tmax",0,0,0,3.2782051086426,NA,NA,NA,NA,"Phrynosoma coronatum","IUCN",287599,31.822158544
"Phrynosoma_platyrhinos_IUCN","Te","cold","Terrestrial",43.4198760986328,43.4198760986328,45.5,NA,NA,NA,"tmax",0,0,0,2.0801239013672,NA,NA,NA,NA,"Phrynosoma platyrhinos","IUCN",726295,37.509961697
"Phyllorhynchus_decurtatus_IUCN","Te","both","Terrestrial",35.3463096618652,35.3463096618652,39.3,NA,NA,NA,"tmax",0,0,0,3.9536903381348,NA,NA,NA,NA,"Phyllorhynchus decurtatus","IUCN",429571,29.9668556375001
"Pinoyscincus_abdictus_GARD","Te","none","Terrestrial",37.5441284179688,36.8774566650391,36.9,NA,NA,NA,"tmax",0,0.666671752929702,0.644128417968801,0,NA,NA,NA,NA,"Pinoyscincus abdictus","GARD",228801,12.1031842663899
"Pinoyscincus_jagori_GARD","Te","none","Terrestrial",37.5452537536621,36.9906311035156,37,NA,NA,NA,"tmax",0,0.554622650146506,0.545253753662102,0,NA,NA,NA,NA,"Pinoyscincus jagori","GARD",274174,12.5661914347869
"Pituophis_catenifer_IUCN","Te","cold","Terrestrial",43.4405937194824,40.2104988098145,40.5,NA,NA,NA,"tmax",0,3.2300949096679,2.9405937194824,0,NA,NA,NA,NA,"Pituophis catenifer","IUCN",5373577,37.571247719
"Platymantis_banahao_IUCN","Te","none","Terrestrial",34.5045509338379,33.7867622375488,33.8,NA,NA,NA,"tmax",0,0.717788696289098,0.704550933837901,0,NA,NA,NA,NA,"Platymantis banahao","IUCN",117,14.0642100065
"Platymantis_corrugatus_IUCN","Te","none","Terrestrial",34.5318374633789,33.686351776123,33.7,NA,NA,NA,"tmax",0,0.845485687255902,0.831837463378896,0,NA,NA,NA,NA,"Platymantis corrugatus","IUCN",264395,12.1031801700001
"Platymantis_dorsalis_IUCN","Te","none","Terrestrial",34.5145149230957,32.8863220214844,32.9,NA,NA,NA,"tmax",0,1.6281929016113,1.6145149230957,0,NA,NA,NA,NA,"Platymantis dorsalis","IUCN",62586,12.416854908
"Platymantis_luzonensis_IUCN","Te","none","Terrestrial",34.5488700866699,34.6727333068848,34.7,NA,NA,NA,"tmax",-0.123863220214901,0,0,0.151129913330102,NA,NA,NA,NA,"Platymantis luzonensis","IUCN",2669,14.1446324655001
"Plestiodon_obsoletus_IUCN","Te","cold","Terrestrial",40.2653923034668,41.4848594665527,41.5,NA,NA,NA,"tmax",-1.2194671630859,0,0,1.2346076965332,NA,NA,NA,NA,"Plestiodon obsoletus","IUCN",1777209,32.6543378480001
"Plestiodon_skiltonianus_IUCN","Te","cold","Terrestrial",43.4187774658203,41.1806297302246,41.3,NA,NA,NA,"tmax",0,2.2381477355957,2.1187774658203,0,NA,NA,NA,NA,"Plestiodon skiltonianus","IUCN",1155716,40.8027995835001
"Plethodon_glutinosus_IUCN","Te","cold","Terrestrial",32.0948295593262,34.0534553527832,34.3,NA,NA,NA,"tmax",-1.958625793457,0,0,2.2051704406738,NA,NA,NA,NA,"Plethodon glutinosus","IUCN",1341114,35.8684768855001
"Podarcis_bocagei_IUCN","Te","cold","Terrestrial",30.905876159668,44.1667442321777,45.4,NA,NA,NA,"tmax",-13.2608680725097,0,0,14.494123840332,NA,NA,NA,NA,"Podarcis bocagei","IUCN",58387,42.397385593
"Podarcis_lilfordi_IUCN","Te","cold","Terrestrial",-Inf,43.2457695007324,43.3,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Podarcis lilfordi","IUCN",119,39.6229191985001
"Podarcis_tiliguerta_IUCN","Te","cold","Terrestrial",31.0025825500488,41.289363861084,42.7,NA,NA,NA,"tmax",-10.2867813110352,0,0,11.6974174499512,NA,NA,NA,NA,"Podarcis tiliguerta","IUCN",32898,40.945285593
"Pogonomyrmex_barbatus_GBIF","Te","none","Terrestrial",43.3871154785156,43.7351455688477,46.5,NA,NA,NA,"tmax",-0.348030090332102,0,0,3.1128845214844,NA,NA,NA,NA,"Pogonomyrmex barbatus","GBIF",3138765,28.622692723514
"Pogonomyrmex_rugosus_GBIF","Te","none","Terrestrial",43.38525390625,43.38525390625,51.59,NA,NA,NA,"tmax",0,0,0,8.20474609375,NA,NA,NA,NA,"Pogonomyrmex rugosus","GBIF",2342979,31.6345381279728
"Proceratium_silaceum_GBIF","Te","none","Terrestrial",34.6846580505371,39.8606071472168,40,NA,NA,NA,"tmax",-5.17594909667969,0,0,5.3153419494629,NA,NA,NA,NA,"Proceratium silaceum","GBIF",1972557,37.3579113225325
"Pseudacris_triseriata_IUCN","Te","cold","Terrestrial",30.7497825622559,37.7374954223633,38.1,NA,NA,NA,"tmax",-6.9877128601074,0,0,7.3502174377441,NA,NA,NA,NA,"Pseudacris triseriata","IUCN",409564,41.0366390790001
"Pseudophryne_corroboree_IUCN","Te","cold","Terrestrial",22.9801464080811,35.1867256164551,35.2,NA,NA,NA,"tmax",-12.206579208374,0,0,12.2198535919189,NA,NA,NA,NA,"Pseudophryne corroboree","IUCN",1079,-36.1964145
"Pseudophryne_dendyi_IUCN","Te","none","Terrestrial",27.7833957672119,34.7933464050293,34.8,NA,NA,NA,"tmax",-7.0099506378174,0,0,7.0166042327881,NA,NA,NA,NA,"Pseudophryne dendyi","IUCN",66437,-36.962168968
"Pseudotriton_ruber_IUCN","Te","cold","Terrestrial",32.0876846313477,35.0268592834473,35.3,NA,NA,NA,"tmax",-2.9391746520996,0,0,3.2123153686523,NA,NA,NA,NA,"Pseudotriton ruber","IUCN",1068842,37.3340034450001
"Ptenopus_garrulus_GARD","Te","none","Terrestrial",38.9234390258789,43.3944549560547,43.4,NA,NA,NA,"tmax",-4.4710159301758,0,0,4.4765609741211,NA,NA,NA,NA,"Ptenopus garrulus","GARD",1271896,-26.1727517026374
"Ptenopus_garrulus_GBIF","Te","none","Terrestrial",38.9234390258789,43.3944549560547,43.4,NA,NA,NA,"tmax",-4.4710159301758,0,0,4.4765609741211,NA,NA,NA,NA,"Ptenopus garrulus","GBIF",1839944,-25.6857393231134
"Rhinocheilus_lecontei_IUCN","Te","cold","Terrestrial",43.4372024536133,41.4989166259766,41.5,NA,NA,NA,"tmax",0,1.9382858276367,1.9372024536133,0,NA,NA,NA,NA,"Rhinocheilus lecontei","IUCN",2375086,32.5222397925
"Saiphos_equalis_IUCN","Te","none","Terrestrial",35.5527000427246,37.2924156188965,37.3,NA,NA,NA,"tmax",-1.7397155761719,0,0,1.7472999572754,NA,NA,NA,NA,"Saiphos equalis","IUCN",198378,-29.5816840269999
"Saiphos_equalis_GBIF","Te","none","Terrestrial",35.9058303833008,37.2924156188965,37.3,NA,NA,NA,"tmax",-1.3865852355957,0,0,1.39416961669919,NA,NA,NA,NA,"Saiphos equalis","GBIF",617082,-30.0015295192046
"Saproscincus_basiliscus_IUCN","Te","none","Terrestrial",19.2148246765137,35.4767074584961,35.5,NA,NA,NA,"tmax",-16.2618827819824,0,0,16.2851753234863,NA,NA,NA,NA,"Saproscincus basiliscus","IUCN",22520,-17.6468486335
"Saproscincus_basiliscus_GBIF","Te","none","Terrestrial",19.2148246765137,35.4767074584961,35.5,NA,NA,NA,"tmax",-16.2618827819824,0,0,16.2851753234863,NA,NA,NA,NA,"Saproscincus basiliscus","GBIF",27011,-17.6023476507273
"Saproscincus_tetradactyla_GBIF","Te","none","Terrestrial",19.2290363311768,35.2888259887695,35.3,NA,NA,NA,"tmax",-16.0597896575927,0,0,16.0709636688232,NA,NA,NA,NA,"Saproscincus tetradactyla","GBIF",17004,-17.6608485942349
"Sceloporus_grammicus_IUCN","Te","cold","Terrestrial",38.2983703613281,41.7898063659668,41.8,NA,NA,NA,"tmax",-3.4914360046387,0,0,3.5016296386719,NA,NA,NA,NA,"Sceloporus grammicus","IUCN",756302,22.6760462585001
"Sceloporus_magister_IUCN","Te","cold","Terrestrial",43.423957824707,42.5644111633301,43,NA,NA,NA,"tmax",0,0.859546661376903,0.423957824707003,0,NA,NA,NA,NA,"Sceloporus magister","IUCN",1152579,32.7853500245001
"Sceloporus_woodi_IUCN","Te","cold","Terrestrial",35.8129348754883,43.4134864807129,44.2,NA,NA,NA,"tmax",-7.6005516052246,0,0,8.3870651245117,NA,NA,NA,NA,"Sceloporus woodi","IUCN",31231,27.8280170005
"Scelotes_gronovii_IUCN","Te","none","Terrestrial",34.0866432189941,44.5334777832031,44.6,NA,NA,NA,"tmax",-10.446834564209,0,0,10.5133567810059,NA,NA,NA,NA,"Scelotes gronovii","IUCN",3012,-32.781522049
"Storeria_occipitomaculata_IUCN","Te","cold","Terrestrial",35.7077484130859,37.7884178161621,37.8,NA,NA,NA,"tmax",-2.0806694030762,0,0,2.0922515869141,NA,NA,NA,NA,"Storeria occipitomaculata","IUCN",3173653,40.0081569575
"Tetramorium_caespitum_GBIF","Te","none","Terrestrial",45.1737670898438,39.997241973877,40,NA,NA,NA,"tmax",0,5.1765251159668,5.1737670898438,0,NA,NA,NA,NA,"Tetramorium caespitum","GBIF",5116299,47.4790981348943
"Tiliqua_scincoides_GBIF","Te","cold","Terrestrial",41.2589416503906,43.8562164306641,43.9,NA,NA,NA,"tmax",-2.5972747802735,0,0,2.6410583496094,NA,NA,NA,NA,"Tiliqua scincoides","GBIF",5549816,-22.8715685780497
"Tiliqua_scincoides_IUCN","Te","cold","Terrestrial",41.2589416503906,41.4141426086426,43.9,NA,NA,NA,"tmax",-0.155200958252003,0,0,2.6410583496094,NA,NA,NA,NA,"Tiliqua scincoides","IUCN",3464736,-24.7131724504999
"Trachylepis_capensis_GARD","Te","none","Terrestrial",40.0196800231934,46.1604804992676,48,NA,NA,NA,"tmax",-6.1408004760742,0,0,7.9803199768066,NA,NA,NA,NA,"Trachylepis capensis","GARD",1736230,-24.4715937287176
"Trachylepis_capensis_GBIF","Te","none","Terrestrial",40.2521705627441,46.1604804992676,48,NA,NA,NA,"tmax",-5.9083099365235,0,0,7.7478294372559,NA,NA,NA,NA,"Trachylepis capensis","GBIF",2252593,-25.7969295214359
"Trachymyrmex_septentrionalis_GBIF","Te","cold","Terrestrial",38.3160858154297,41.1429901123047,41.2,NA,NA,NA,"tmax",-2.826904296875,0,0,2.8839141845703,NA,NA,NA,NA,"Trachymyrmex septentrionalis","GBIF",3046650,32.9424422251469
"Tropidophorus_queenslandiae_GBIF","Te","none","Terrestrial",19.1984062194824,35.8929862976074,35.9,NA,NA,NA,"tmax",-16.694580078125,0,0,16.7015937805176,NA,NA,NA,NA,"Tropidophorus queenslandiae","GBIF",14346,-16.7815512505909
"Typhlacontias_brevipes_GARD","Te","none","Terrestrial",37.7704963684082,46.1604461669922,48,NA,NA,NA,"tmax",-8.389949798584,0,0,10.2295036315918,NA,NA,NA,NA,"Typhlacontias brevipes","GARD",57737,-21.6929390774749
"Uma_inornata_IUCN","Te","cold","Terrestrial",43.4226417541504,43.4226417541504,45,NA,NA,NA,"tmax",0,0,0,1.5773582458496,NA,NA,NA,NA,"Uma inornata","IUCN",2897,33.848653518
"Urosaurus_auriculatus_IUCN","Te","none","Terrestrial",-Inf,38.9930152893066,43.5,NA,NA,NA,"tmax",-Inf,0,0,Inf,NA,NA,NA,NA,"Urosaurus auriculatus","IUCN",135,18.7695331575
"Urosaurus_ornatus_IUCN","Te","cold","Terrestrial",43.2308692932129,43.0663375854492,43.1,NA,NA,NA,"tmax",0,0.1645317077637,0.130869293212896,0,NA,NA,NA,NA,"Urosaurus ornatus","IUCN",1362654,31.9201154785001
"Varanus_gouldii_IUCN","Te","none","Terrestrial",41.4145202636719,41.4145202636719,43.5,NA,NA,NA,"tmax",0,0,0,2.0854797363281,NA,NA,NA,NA,"Varanus gouldii","IUCN",6693161,-23.986338973
"Varanus_gouldii_GBIF","Te","none","Terrestrial",41.4145202636719,41.4145202636719,43.5,NA,NA,NA,"tmax",0,0,0,2.0854797363281,NA,NA,NA,NA,"Varanus gouldii","GBIF",7594635,-23.0382377422591
"Xantusia_henshawi_IUCN","Te","none","Terrestrial",42.403392791748,34.8994064331055,34.9,NA,NA,NA,"tmax",0,7.5039863586425,7.503392791748,0,NA,NA,NA,NA,"Xantusia henshawi","IUCN",25814,32.4141238015001
"Acris_crepitans_IUCN","Te","cold","Terrestrial",NA,NA,NA,-10.2407178878784,-0.995815336704254,-1,"tmin",NA,NA,NA,NA,0,9.24490255117415,NA,0,"Acris crepitans","IUCN",3209419,35.612487486
"Calathus_melanocephalus_GBIF","Te","none","Terrestrial",NA,NA,NA,-23.7765293121338,-3.6973614692688,-3.8,"tmin",NA,NA,NA,NA,0,20.079167842865,NA,0,"Calathus melanocephalus","GBIF",3483961,55.9987250927998
"Craugastor_fitzingeri_IUCN","Te","none","Terrestrial",NA,NA,NA,12.6326236724854,8.00364017486572,8,"tmin",NA,NA,NA,NA,-4.62898349761968,0,0,-4.6326236724854,"Craugastor fitzingeri","IUCN",282361,9.82639719900004
"Engystomops_pustulosus_IUCN","Te","cold","Terrestrial",NA,NA,NA,3.89587593078613,6.00171041488647,6,"tmin",NA,NA,NA,NA,0,2.10583448410034,NA,0,"Engystomops pustulosus","IUCN",894865,11.8839737550001
"Gambelia_wislizenii_IUCN","Te","cold","Terrestrial",NA,NA,NA,-8.68319320678711,11.6090669631958,11.6,"tmin",NA,NA,NA,NA,0,20.2922601699829,NA,0,"Gambelia wislizenii","IUCN",1355179,34.787206204
"Hoplodactylus_maculatus_GBIF","Te","cold","Terrestrial",NA,NA,NA,0.289631426334381,1.2637814283371,1.2,"tmin",NA,NA,NA,NA,0,0.974150002002719,NA,0,"Hoplodactylus maculatus","GBIF",35098,-42.3864598175389
"Hyalinobatrachium_fleischmanni_IUCN","Te","none","Terrestrial",NA,NA,NA,2.26871705055237,2.52011251449585,2.5,"tmin",NA,NA,NA,NA,0,0.25139546394348,NA,0,"Hyalinobatrachium fleischmanni","IUCN",406012,11.593506801
"Leptodactylus_pentadactylus_IUCN","Te","none","Terrestrial",NA,NA,NA,14.3415241241455,6.04987573623657,6,"tmin",NA,NA,NA,NA,-8.29164838790893,0,0,-8.3415241241455,"Leptodactylus pentadactylus","IUCN",4506562,-4.83927585299995
"Liolaemus_alticolor_GBIF","Te","cold","Terrestrial",NA,NA,NA,-4.37468767166138,13.1625490188599,13.12,"tmin",NA,NA,NA,NA,0,17.5372366905213,NA,0,"Liolaemus alticolor","GBIF",563502,-16.5512580409284
"Liolaemus_alticolor_GARD","Te","cold","Terrestrial",NA,NA,NA,-2.8668909072876,13.1625490188599,13.12,"tmin",NA,NA,NA,NA,0,16.0294399261475,NA,0,"Liolaemus alticolor","GARD",549672,-17.8560489364969
"Liolaemus_altissimus_GBIF","Te","cold","Terrestrial",NA,NA,NA,0.00477548222988844,4.03166246414185,3.99,"tmin",NA,NA,NA,NA,0,4.02688698191196,NA,0,"Liolaemus altissimus","GBIF",248095,-36.6210309563032
"Liolaemus_bisignatus_GBIF","Te","cold","Terrestrial",NA,NA,NA,2.72887516021729,12.5296850204468,12.52,"tmin",NA,NA,NA,NA,0,9.80080986022951,NA,0,"Liolaemus bisignatus","GBIF",11598,-28.2882682432384
"Liolaemus_chiliensis_IUCN","Te","cold","Terrestrial",NA,NA,NA,-0.16040226817131,3.69058775901794,3.68,"tmin",NA,NA,NA,NA,0,3.85099002718925,NA,0,"Liolaemus chiliensis","IUCN",167918,-36.0206594405
"Liolaemus_chiliensis_GBIF","Te","cold","Terrestrial",NA,NA,NA,0.0386823564767838,3.69058775901794,3.68,"tmin",NA,NA,NA,NA,0,3.65190540254116,NA,0,"Liolaemus chiliensis","GBIF",167505,-35.8859618746173
"Liolaemus_constanzae_IUCN","Te","cold","Terrestrial",NA,NA,NA,-3.90943574905396,11.4886026382446,11.33,"tmin",NA,NA,NA,NA,0,15.3980383872986,NA,0,"Liolaemus constanzae","IUCN",35461,-23.4095063144999
"Liolaemus_curis_IUCN","Te","cold","Terrestrial",NA,NA,NA,9.41858959197998,11.7067537307739,11.7,"tmin",NA,NA,NA,NA,0,2.28816413879392,NA,0,"Liolaemus curis","IUCN",158,-34.8910381065
"Liolaemus_cyanogaster_IUCN","Te","cold","Terrestrial",NA,NA,NA,-1.19895815849304,12.2612009048462,12.25,"tmin",NA,NA,NA,NA,0,13.4601590633392,NA,0,"Liolaemus cyanogaster","IUCN",118470,-40.2647470305
"Liolaemus_cyanogaster_GBIF","Te","cold","Terrestrial",NA,NA,NA,-1.19895815849304,12.2612009048462,12.25,"tmin",NA,NA,NA,NA,0,13.4601590633392,NA,0,"Liolaemus cyanogaster","GBIF",140132,-38.4638319381197
"Liolaemus_eleodori_IUCN","Te","none","Terrestrial",NA,NA,NA,5.17317008972168,6.49890518188477,6.42,"tmin",NA,NA,NA,NA,0,1.32573509216309,NA,0,"Liolaemus eleodori","IUCN",13,-29.260107306
"Liolaemus_fabiani_IUCN","Te","none","Terrestrial",NA,NA,NA,-8.95293521881104,8.12255001068115,7.9,"tmin",NA,NA,NA,NA,0,17.0754852294922,NA,0,"Liolaemus fabiani","IUCN",5176,-23.3893767279999
"Liolaemus_fitzgeraldi_IUCN","Te","cold","Terrestrial",NA,NA,NA,11.7227516174316,10.0400667190552,10.04,"tmin",NA,NA,NA,NA,-1.6826848983764,0,0,-1.6827516174316,"Liolaemus fitzgeraldi","IUCN",12801,-31.642441901
"Liolaemus_fuscus_IUCN","Te","cold","Terrestrial",NA,NA,NA,0.0609842948615551,4.09302091598511,3.99,"tmin",NA,NA,NA,NA,0,4.03203662112355,NA,0,"Liolaemus fuscus","IUCN",103661,-32.6685339315
"Liolaemus_jamesi_IUCN","Te","none","Terrestrial",NA,NA,NA,-9.19710922241211,8.11197280883789,8.08,"tmin",NA,NA,NA,NA,0,17.30908203125,NA,0,"Liolaemus jamesi","IUCN",22775,-19.5437661894999
"Liolaemus_lemniscatus_IUCN","Te","cold","Terrestrial",NA,NA,NA,-0.139514997601509,5.98291826248169,5.95,"tmin",NA,NA,NA,NA,0,6.1224332600832,NA,0,"Liolaemus lemniscatus","IUCN",144083,-36.309657697
"Liolaemus_leopardinus_IUCN","Te","cold","Terrestrial",NA,NA,NA,10.5046577453613,2.68498778343201,2.63,"tmin",NA,NA,NA,NA,-7.81966996192929,0,0,-7.8746577453613,"Liolaemus leopardinus","IUCN",1315,-33.158935667
"Liolaemus_lorenzmuelleri_IUCN","Te","cold","Terrestrial",NA,NA,NA,11.1442136764526,10.3926343917847,10.13,"tmin",NA,NA,NA,NA,-0.7515792846679,0,0,-1.0142136764526,"Liolaemus lorenzmuelleri","IUCN",1450,-29.7360474355
"Liolaemus_monticola_GARD","Te","cold","Terrestrial",NA,NA,NA,0.0515899248421192,4.55054903030396,4.54,"tmin",NA,NA,NA,NA,0,4.49895910546184,NA,0,"Liolaemus monticola","GARD",110804,-35.0157080138041
"Liolaemus_monticola_GBIF","Te","cold","Terrestrial",NA,NA,NA,0.0515899248421192,4.55054903030396,4.54,"tmin",NA,NA,NA,NA,0,4.49895910546184,NA,0,"Liolaemus monticola","GBIF",89957,-35.2837832296508
"Liolaemus_nigromaculatus_IUCN","Te","cold","Terrestrial",NA,NA,NA,-2.55893921852112,8.43785190582275,8.4,"tmin",NA,NA,NA,NA,0,10.9967911243439,NA,0,"Liolaemus nigromaculatus","IUCN",37657,-26.929901517
"Liolaemus_nigroviridis_GBIF","Te","cold","Terrestrial",NA,NA,NA,7.88220977783203,3.43086814880371,3.3,"tmin",NA,NA,NA,NA,-4.45134162902832,0,0,-4.58220977783203,"Liolaemus nigroviridis","GBIF",18208,-32.9315402911668
"Liolaemus_nigroviridis_IUCN","Te","cold","Terrestrial",NA,NA,NA,7.88220977783203,3.43086814880371,3.3,"tmin",NA,NA,NA,NA,-4.45134162902832,0,0,-4.58220977783203,"Liolaemus nigroviridis","IUCN",12592,-33.5285061375
"Liolaemus_nitidus_IUCN","Te","cold","Terrestrial",NA,NA,NA,0.0405364744365215,3.65936017036438,3.6,"tmin",NA,NA,NA,NA,0,3.61882369592786,NA,0,"Liolaemus nitidus","IUCN",108591,-32.5350462255
"Liolaemus_ornatus_IUCN","Te","none","Terrestrial",NA,NA,NA,-6.24653339385986,6.94353866577148,6.91,"tmin",NA,NA,NA,NA,0,13.1900720596313,NA,0,"Liolaemus ornatus","IUCN",142781,-19.845142408
"Liolaemus_pictus_GBIF","Te","cold","Terrestrial",NA,NA,NA,-1.22248363494873,8.55411052703857,8.47,"tmin",NA,NA,NA,NA,0,9.7765941619873,NA,0,"Liolaemus pictus","GBIF",743131,-41.1260272583111
