"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Calathus_melanocephalus","Terrestrial","Piero","Calathus","melanocephalus","Carabidae","Animalia","Arthropoda","Insecta","Coleoptera",0.74,"Blake et al. (1994) Pedobiologia 38(6): 502-512","mean length","carnivore","Ronning (2011) ""Sheep grazing effects on beetles (Coleoptera) in an alpine ecosystem"" (Master's thesis)","non-migratory","beetle","0-1","Baars, M. A., & Van Dijk, T. S. (1984). Population Dynamics of Two Carabid Beetles at a Dutch Heathland: I. Subpopulation Fluctuations in Relation to Weather and Dispersal. The Journal of Animal Ecology, 375-388.","walking","Squamate walking tetrapod","No","no info - based on climate",NA,"No",NA,NA,"non-highland specialist","IUCN","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,543,"IUCN",NA,"terrestrial",NA
"Aphaenogaster_fulva","Terrestrial","Piero","Aphaenogaster","fulva","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.42,"Umphrey (1996) Canadian Journal of Zoology 74(3): 528-559","maximum spinal length","omnivore","Lubertazzi (2012) Psyche 2012: 752815 - scavengers","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Camponotus_americanus","Terrestrial","Piero","Camponotus","americanus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",1,"https://web.archive.org/web/20110717084509/http://mississippientomologicalmuseum.org.msstate.edu/Researchtaxapages/Formicidaepages/genericpages/Camponotus.americanus.htm","maximum total length","omnivore","Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Camponotus_castaneus","Terrestrial","Piero","Camponotus","castaneus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",1.1,"AntWiki","total length (male)","omnivore","Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Camponotus_chromaiodes","Terrestrial","Piero","Camponotus","chromaiodes","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",1,"AntWiki","total length (male)","omnivore","Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Camponotus_novaeboracensis","Terrestrial","Piero","Camponotus","novaeboracensis","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.8,"AntWiki","total length (male)","omnivore","Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Camponotus_pennsylvanicus","Terrestrial","Piero","Camponotus","pennsylvanicus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.88,"Gripshover et al. (2018) Annals of the Entomological Society of America 111(6): 319-325","total length","omnivore","Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Crematogaster_lineolata","Terrestrial","Piero","Crematogaster","lineolata","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"omnivore","Ayre (1963) The Canadian Entomologist 95(7): 712-715","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Formica_neogagates","Terrestrial","Piero","Formica","neogagates","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.35,"Ellison et al. (2012) A field guide to the ants of New England. Yale University Press, New Haven","body length","omnivore","MacKay (1993) Sociobiology 23: 1-1 - scavenger","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Formica_obscuripes","Terrestrial","Piero","Formica","obscuripes","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.6,"Headings (2008)  Western Thatching Ant, Formica obscuripes (Forel) (Hymenoptera: Formicidae). In: Capinera J.L. (eds) Encyclopedia of Entomology. Springer, Dordrecht. https://doi.org/10.1007/978-1-4020-6359-6_2648","minimum adult worker length","omnivore","Tilman (1978) Ecology 59(4): 686-692 - scavenger","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Linepithema_humile","Terrestrial","Piero","Linepithema","humile","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.3,"ADW","typical worker length","omnivore","Abril et al. (2007) Environmental Entomology 36(5): 1166-1173 - scavenger","N","ant","0-1","Passera, L., & Keller, L. (1994). Mate availability and male dispersal in the Argentine ant Linepithema humile (Mayr)(= Iridomyrmex humilis). Animal Behaviour, 48(2), 361-369.","walking","ant","No","Diaz Buitrago, M. (2013). Ecological and Biological strategies taken by the argentine Ant, Linepithema humile (Mayr, 1868), in cold seasons. Effects of winter nests management in natural invaded areas.","lack of hibernation in areas where invasive","No","no info - based on climate",NA,"N","no info suggests highland specialist","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Myrmecocystus_mimicus","Terrestrial","Piero","Myrmecocystus","mimicus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,"worker length","omnivore","Schooley and Bestelmeyer (1999) The American Midland Naturalist 144(2):439-444","N","ant","0-1","Hölldobler, B. (1981). Foraging and spatiotemporal territories in the honey ant Myrmecocystus mimicus Wheeler (Hymenoptera: Formicidae). Behavioral ecology and sociobiology, 9(4), 301-314.","walking","ant","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908","based on other species in genus","No","no info - based on climate",NA,"N","no info suggests highland specialist","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pogonomyrmex_barbatus","Terrestrial","Piero","Pogonomyrmex","barbatus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",1,"AntWiki","total length","omnivore","Pink and Lopez de Casenave (2005) Insectes Sociaux 53: 119-125 - genus eat seeds and also insects","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pogonomyrmex_californicus","Terrestrial","Piero","Pogonomyrmex","californicus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"omnivore","Pink and Lopez de Casenave (2005) Insectes Sociaux 53: 119-125 - genus eat seeds and also insects","non-migratory","ant",NA,NA,"walking",NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Pogonomyrmex_rugosus","Terrestrial","Piero","Pogonomyrmex","rugosus","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.9,"Davidson (1977) Ecology 58: 711-724","total length of workers","omnivore","Pink and Lopez de Casenave (2005) Insectes Sociaux 53: 119-125 - genus eat seeds and also insects","non-migratory","ant",NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Proceratium_silaceum","Terrestrial","Piero","Proceratium","silaceum","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.405,"AntWiki","maximum total length (Queen)","omnivore","guess based on others in genus - (Brown, W. L. (1979). A remarkable new species of Proceratium, with dietary and other notes on the genus (Hymenoptera: Formicidae). Psyche, 86(4), 337-346.)","non-migratory","ant",NA,NA,NA,NA,"No","no evidence for brumation",NA,"No",NA,NA,NA,NA,"max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Tetramorium_caespitum","Terrestrial","Susana","Tetramorium","caespitum","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.2,"Katayama and Suzuki (2003) Applied Entomology and Zoology 38: 427-433","Body size is total length in mm","omnivore","Brian et al. (1967) Journal of Animal Ecology 36: 337-342","non-migratory","ant",NA,NA,"Walking",NA,"No","*induced cold diapause in lab, Kipyatkov&Lopatina 2001 entomological review (abstract)",NA,"No",NA,NA,"No","Brian (1979) Journal of Animal Ecology 48: 943-953","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Trachymyrmex_septentrionalis","Terrestrial","Susana","Trachymyrmex","septentrionalis","Formicidae","Animalia","Arthropoda","Insecta","Hymenoptera",0.45,"Wheeler (1911) Journal of the New York Entomological Society 19: 245-255","Body size is total length in mm","fungivore","Weber (1956) Ecology 37: 150-161","non-migratory","ant","0-1","<500m/year for Trachymyrmex septentrionalis, Mikheyev et al 2008 17:4480-4488; ant sub-family Myrmicinae: range of dispersal distances: 0-20m (Gomez & Espadaler 1998 J of Biogeog 25:573-580)","Walking",NA,"Yes","Bershers & Traniello 1994 Ecology 75:763-775.",NA,"No",NA,NA,"No","Bershers and Traniello (1994) Ecology 75: 763-775","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Acris_crepitans","Terrestrial","Micky","Acris","crepitans","Hylidae","Animalia","Chordata","Amphibia","Anura",3.5,"Stebbins, R. C. (1985). A Field Guide to Western Reptiles and Amphibians. Houghton Mifflin, Boston.",NA,"insectivore","Johnson, B.K. and J.L. Christiansen. 1976. The food and food habits of Blanchard's cricket frog, Acris crepitans blanchardi (Amphibia, Anura, Hylidae) in Iowa. Journal of Herpetology 10:63-74.","Y","AmphibiaWeb","1-10","Gray, R.H. 1983. Seasonal, annual and geographic variation in color morph frequencies of the cricket frog, Acris crepitans, in Illinois. Copeia 1983:300-311.","walking","Gray, R.H. 1983. Seasonal, annual and geographic variation in color morph frequencies of the cricket frog, Acris crepitans, in Illinois. Copeia 1983:300-311.","Yes","Johnson, B.K. and J.L. Christiansen. 1976. The food and food habits of Blanchard ä‰åä‹¢s cricket frog, Acris crepitans blanchardi (Amphibia, Anura, Hylidae) in Iowa. Journal of Herpetology 10:63-74.",NA,"No",NA,NA,"non-highland specialist","Dunlap, D.G. 1972. Latitudinal effects on metabolic rates in the cricket frog, Acris crepitans: acutely measured rates in summer frogs. The Biological Bulletin. 143:332-343","min","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial","AmphibiaWeb, AmphibiaWeb"
"Adelotus_brevis","Terrestrial","Micky","Adelotus","brevis","Myobatrachidae","Animalia","Chordata","Amphibia","Anura",5,"Barker, J., Grigg, G. C., and Tyler, M. J. (1995).  A Field Guide to Australian Frogs.  Surrey Beatty and Sons, New South Wales.",NA,"insectivore","Katsikaros,K. and Shine,R. 1997. Sexual dimorphism in the tusked frog, Adelotus brevis (Anura:Myobatrachidae):the roles of natural and sexual selection. Biological Journal of Linnean Society. 60:39-51",NA,NA,NA,NA,"walking","Katsikaros,K. and Shine,R. 1997. Sexual dimorphism in the tusked frog, Adelotus brevis (Anura:Myobatrachidae):the roles of natural and sexual selection. Biological Journal of Linnean Society. 60:39-51","No",NA,NA,"No",NA,NA,"non-highland specialist","Barker, J., Grigg, G. C., and Tyler, M. J. (1995). A Field Guide to Australian Frogs. Surrey Beatty and Sons, New South Wales.","max","Sarah",NA,NA,NA,NA,NA,NA,NA,400,0,"Amphibia Web",NA,"terrestrial",NA
"Anaxyrus_compactilis","Terrestrial","Micky","Anaxyrus","compactilis","Bufonidae","Animalia","Chordata","Amphibia","Anura",8.9,"Dickerson, M.C. (1906). The Frog Book. Doubleday Page,New York","body length","insectivore","Brennan, T.C., & Holycross, A.T. 2006. A Field Guide to the Amphibians and Reptiles in Arizona. Arizona Game and Fish Department. Phoenix, AZ.",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"highland specialist","Quintero, Víçzquez y Sigala 2008 Anfibios. La Biodiversidad en Aguascalientes: Estudio de Estado. 2008. Comisií_n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO), Instituto del Medio Ambiente del Estado de Aguascalientes (IMAE), Universidad Autí_no-ma de Aguascalientes (UAA). Mí©xico","max","Sarah",NA,NA,NA,NA,NA,NA,NA,2000,1000,"IUCN",NA,"terrestrial",NA
"Craugastor_fitzingeri","Terrestrial","Micky","Craugastor","fitzingeri","Eleutherodactylidae","Animalia","Chordata","Amphibia","Anura",5.25,"Savage, J. M. (2002). The Amphibians and Reptiles of Costa Rica. University of Chicago Press, Chicago and London.",NA,"insectivore","Savage, J. M. (2002). The Amphibians and Reptiles of Costa Rica. University of Chicago Press, Chicago and London.","Y","Solí_s, F., Ibíçí±ez, R., Chaves, G., Wilson, L.D., Lynch, J. & Bolaí±os, F. 2008. Craugastor fitzingeri. The IUCN Red List of Threatened Species. Version 2015.2. <www.iucnredlist.org>. Downloaded on 26 June 2015.","0-1","Fitch, H. S. 1956. A ¥å�eld study of the Kansas ant-eating frog Gastrophryne olivacea . / Univ. Kans. Publ. Mus. Nat. Hist. 8: 275 /307","walking","Solí_s, F., Ibíçí±ez, R., Chaves, G., Wilson, L.D., Lynch, J. & Bolaí±os, F. 2008. Craugastor fitzingeri. The IUCN Red List of Threatened Species. Version 2015.2. <www.iucnredlist.org>. Downloaded on 26 June 2015.","No",NA,NA,"No",NA,NA,"highland specialist","Solí_s, F., Ibíçí±ez, R., Chaves, G., Wilson, L.D., Lynch, J. & Bolaí±os, F. 2008. Craugastor fitzingeri. The IUCN Red List of Threatened Species. Version 2015.2. <www.iucnredlist.org>. Downloaded on 26 June 2015.","min","Sarah",NA,NA,NA,NA,NA,NA,NA,1520,0,"IUCN",NA,"terrestrial",NA
"Craugastor_fleischmanni","Terrestrial","Micky","Craugastor","fleischmanni","Craugastoridae","Animalia","Chordata","Amphibia","Anura",NA,NA,NA,"insectivore","frog","N","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","no info - guess since frogs are highly dependent on water availability","walking","frog","No","no info - based on climate (tropical, Costa Rica)",NA,"No","no info - based on climate",NA,"highland specialist","Savage, J. M. (2002). The Amphibians and Reptiles of Costa Rica. University of Chicago Press, Chicago and London.","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,2286,1050,"IUCN",NA,"terrestrial",NA
"Crinia_signifera","Terrestrial","Micky","Crinia","signifera","Myobatrachidae","Animalia","Chordata","Amphibia","Anura",3,"Barker, J., Grigg, G. C., and Tyler, M. J. (1995). A Field Guide to Australian Frogs. Surrey Beatty and Sons, New South Wales.",NA,"insectivore","Cogger, H.G. 1979. Reptiles & Amphibians of Australia. A. H. & A. W. REED PTY LTD ISBN 0-589-50108-9","Y","Lemckert, Francis. ""Population structure, individual growth and survival of an Australian frog Crinia signifera at a pond."" Acta Zoologica Sinica 51 (2005): 393-400.",NA,NA,"walking","Lemckert, Francis. ""Population structure, individual growth and survival of an Australian frog Crinia signifera at a pond."" Acta Zoologica Sinica 51 (2005): 393-400.","No",NA,NA,"No",NA,NA,"non-highland specialist","Barker, J., Grigg, G. C., and Tyler, M. J. (1995). A Field Guide to Australian Frogs. Surrey Beatty and Sons, New South Wales.","max","Sarah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial",NA
"Dendrobates_auratus","Terrestrial","Micky","Dendrobates","auratus","Dendrobatidae","Animalia","Chordata","Amphibia","Anura",4.2,"Leenders, T. (2001).  A Guide to Amphibians And Reptiles of Costa Rica.  Zona Tropical, Miami.","max standard length","insectivore","Caldwell, J. P., and Summers, K. D. (2003). ''Green poison frog, Dendrobates auratus.'' Grzimek's Animal Life Encyclopedia, Volume 6, Amphibians. 2nd edition. M. Hutchins, W. E. Duellman, and N. Schlager, eds., Gale Group, Farmington Hills, Michigan.","N","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","no info - guess since frogs are highly dependent on water availability","walking","Caldwell, J. P., and Summers, K. D. (2003). ''Green poison frog, Dendrobates auratus.'' Grzimek's Animal Life Encyclopedia, Volume 6, Amphibians. 2nd edition. M. Hutchins, W. E. Duellman, and N. Schlager, eds., Gale Group, Farmington Hills, Michigan.","No","Caldwell, J. P., and Summers, K. D. (2003). ''Green poison frog, Dendrobates auratus.'' Grzimek's Animal Life Encyclopedia, Volume 6, Amphibians. 2nd edition. M. Hutchins, W. E. Duellman, and N. Schlager, eds., Gale Group, Farmington Hills, Michigan.",NA,"No","Caldwell, J. P., and Summers, K. D. (2003). ''Green poison frog, Dendrobates auratus.'' Grzimek's Animal Life Encyclopedia, Volume 6, Amphibians. 2nd edition. M. Hutchins, W. E. Duellman, and N. Schlager, eds., Gale Group, Farmington Hills, Michigan.",NA,"non-highland specialist","Caldwell, J. P., and Summers, K. D. (2003). ''Green poison frog, Dendrobates auratus.'' Grzimek's Animal Life Encyclopedia, Volume 6, Amphibians. 2nd edition. M. Hutchins, W. E. Duellman, and N. Schlager, eds., Gale Group, Farmington Hills, Michigan.","max, min","Sarah",NA,NA,NA,NA,NA,NA,NA,1000,0,"IUCN",NA,"terrestrial",NA
