Record,Order,Family1,Genus1,Species1,Family2,Genus2,Species2,Family3,Genus3,Species3,Stage,N numb,N cat,N comment,Raw CTM1,Raw CTM2,Acclim,Acclim time,Acclim time (Life=120),log Acclim time,Acclim temp,Safety,Heating rate,Photoperiod,EP1,EP1 descrip,EP2,Elevation,Log Elevation,Locality,Geog cat,Abs lat,Log Abs Lat,Latitude,Longitude,Source,Comments,Year,Citation,Reference,Range,Log Range,Introduced,Elev min,Elev max,SVL,log SVL,Habitat,tmxslope,BIOCLIM5,IUCN 2014,IUCN 2104risk
527,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,40.2,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
520,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,40.2,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
522,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,40.7,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
525,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,40.8,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
524,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,41.0,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
521,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,41.1,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
523,Anura,Bufonidae,Bufo,woodhousii,Bufonidae,Bufo,woodhousii,Bufonidae,Anaxyrus,woodhousii,larva,10,B,N given,41.1,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",3240610,6.51,Not introduced,NA,NA,87,1.94,Terrestrial,0.01137455,32,Not threatened,0
40,Anura,Bufonidae,Bufo,bufo,Bufonidae,Bufo,bufo,Bufonidae,Bufo,bufo,larva,15,B,N given,38.3,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",10383904,7.02,Not introduced,NA,3000,146,2.16,Terrestrial,0.030292917,28.8,Not threatened,0
10,Anura,Ceratophryidae,Ceratophrys,cranwelli,Leptodactylidae,Ceratophrys,cranwelli,Ceratophryidae,Ceratophrys,cranwelli,larva,12,B,N given,42.0,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",865896,5.94,Not introduced,NA,700,70,1.85,Terrestrial,0.012514206,34.6,Not threatened,0
26,Anura,Hylodidae,Crossodactylus,schmidti,Leptodactylidae,Crossodactylus,schmidti,Hylodidae,Crossodactylus,schmidti,larva,13,B,N given,36.6,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,312,2.49,Northeastern Argentina,Subtropical,27.087,1.433,-27.087,-54.950,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",34074,4.53,Not introduced,300,750,33,1.52,Aquatic & terrestrial,0.00282473,31.2,Threatened,1
27,Anura,Hylidae,Dendropsophus,minutus,Hylidae,Dendropsophus,minuta,Hylidae,Dendropsophus,minutus,larva,15,B,N given,40.6,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,312,2.49,Northeastern Argentina,Subtropical,27.087,1.433,-27.087,-54.950,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",11088235,7.04,Not introduced,NA,1800,33,1.52,Arboreal,0.00282473,31.2,Not threatened,0
11,Anura,Microhylidae,Dermatonotus,muelleri,Microhylidae,Dermatonotus,muelleri,Microhylidae,Dermatonotus,muelleri,larva,14,B,N given,43.6,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",4113641,6.61,Not introduced,NA,1500,75,1.88,Terrestrial,0.012514206,34.6,Not threatened,0
41,Anura,Alytidae,Discoglossus,galganoi,Discoglossidae,Discoglossus,galganoi,Alytidae,Discoglossus,galganoi,larva,15,B,N given,38.4,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",302740,5.48,Not introduced,NA,1940,75,1.88,Aquatic,0.030292917,28.8,Not threatened,0
12,Anura,Microhylidae,Elachistocleis,bicolor,Microhylidae,Elachistocleis,bicolor,Microhylidae,Elachistocleis,bicolor,larva,15,B,N given,41.7,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,102,2.01,Northern Argentina,Subtropical,25.317,1.403,-25.317,-59.696,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",1574449,6.20,Not introduced,0,200,33,1.52,Terrestrial,0.012514206,34.6,Not threatened,0
42,Anura,Bufonidae,Epidalea,calamita,Bufonidae,Bufo,calamita,Bufonidae,Epidalea,calamita,larva,30,B,N given,39.7,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",2270722,6.36,Not introduced,NA,2540,75,1.88,Terrestrial,0.030292917,28.8,Not threatened,0
544,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,37.8,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
551,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,3,A,N given,38.7,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 46,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
550,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,38.8,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 43,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
549,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,40.3,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
543,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,7,A,N given,40.6,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 42,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
540,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,40.9,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
542,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,4,A,N given,41.0,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
538,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,41.3,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 27,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
539,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,41.6,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
541,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,8,A,N given,42.0,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
545,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,42.2,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 32,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
546,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,42.2,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 36,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
548,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,8,A,N given,42.3,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 41,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
547,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,42.5,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 39,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
537,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,larva,10,B,N given,43.3,NA,Y,4,4,0.70,20,,0.7,12:12,L,Motionless and no longer responded to mechanical stimulation with forceps,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,Gosner stage 24,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
552,Anura,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Microhylidae,Gastrophryne,carolinensis,Adult,10,B,Given,40.4,NA,Y,4,4,0.70,20,9.5,0.7,12:12,S,Onset of spasms,NA,213,2.33,"Clemson, South Carolina",Subtropical,34.683,1.540,34.683,-82.837,Field,NA,1980,Cupp 1980,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",1576697,6.20,Introduced,NA,NA,33,1.52,Terrestrial,0.01137455,32,Not threatened,0
43,Anura,Hylidae,Hyla,arborea,Hylidae,Hyla,arborea,Hylidae,Hyla,arborea,Adult,15,B,Given,40.0,NA,Y,4,4,0.70,20,11.8,1.0,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",3850083,6.59,Introduced,NA,2300,33,1.52,Arboreal,0.030292917,28.8,Not threatened,0
44,Anura,Hylidae,Hyla,meridionalis,Hylidae,Hyla,meridionalis,Hylidae,Hyla,meridionalis,larva,15,B,N given,39.8,NA,Y,4,4,0.70,20,,1.0,12:12,S,Onset of spasms,NA,1756,3.24,Iberian Peninsula,Subtropical,37.379,1.573,37.379,-2.858,Field,NA,2012,Duarte et al. 2012,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",696922,5.84,Not introduced,NA,2650,33,1.52,Aquatic & terrestrial,0.030292917,28.8,Not threatened,0
689,Anura,Hylidae,Hyla,versicolor,Hylidae,Hyla,versicolor,Hylidae,Hyla,versicolor,larva,13,B,N given,41.8,NA,Y,4,4,0.70,20,,0.1,12:12,L,Complete immobility,NA,375,2.57,"Pittsburgh, Pennsylvania",Temperate,41.569,1.619,41.569,-80.456,Field,NA,2014,Katzenberger et al. 2014,"Katzenberger, M., J. Hammond, H. Duarte, M. Tejedo, C. Calabuig, and R. A. Relyea. 2014. Swimming with predators and pesticides: how environmental stressors affect the thermal physiology of tadpoles. PLoS ONE 9:e98265.",2238329,6.35,Not introduced,NA,NA,33,1.52,Arboreal,0.024360944,27.2,Not threatened,0
