Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Callichthyidae,Corydoras paleatus,NA,-32.30,-55.70,Freshwater,experimental,21.10,NA,NA,dynamic,death,0.3200,NA,39.60,NA,NA,36.86,NA,5,yes,Freshwater,Ortubay et al. 1997,145
Callichthyidae,Scleromystax barbatus,Rio Piraquara Brazil,-25.40,-48.40,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,0.0900,NA,68.20,NA,NA,35.30,0.17,3,yes,Freshwater,Neto 2010,143
Callichthyidae,Scleromystax barbatus,Rio Piraquara Brazil,-25.40,-48.40,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,0.0900,NA,68.20,NA,NA,37.02,0.10,3,yes,Freshwater,Neto 2010,143
Callichthyidae,Scleromystax barbatus,Rio Piraquara Brazil,-25.40,-48.40,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.0900,NA,68.20,NA,NA,37.67,0.04,3,yes,Freshwater,Neto 2010,143
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,LOE,0.5000,NA,102.00,NA,NA,30.80,0.30,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,102.00,NA,NA,32.60,0.40,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,23.00,14,NA,dynamic,LOE,0.5000,NA,102.00,NA,NA,33.90,0.30,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,26.00,14,NA,dynamic,LOE,0.5000,NA,102.00,NA,NA,35.20,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,29.00,14,NA,dynamic,LOE,0.5000,NA,102.00,NA,NA,36.10,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,death,0.5000,NA,102.00,NA,NA,31.00,0.30,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,102.00,NA,NA,33.00,0.30,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,23.00,14,NA,dynamic,death,0.5000,NA,102.00,NA,NA,34.30,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,26.00,14,NA,dynamic,death,0.5000,NA,102.00,NA,NA,35.50,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Pseudocaranx dentex,Coastal waters of Japan,34.49,138.16,Marine,experimental,29.00,14,NA,dynamic,death,0.5000,NA,102.00,NA,NA,36.30,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,LOE,0.5000,NA,190.00,NA,NA,32.00,0.40,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,190.00,NA,NA,33.60,0.70,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,23.00,14,NA,dynamic,LOE,0.5000,NA,190.00,NA,NA,34.60,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,LOE,0.5000,NA,190.00,NA,NA,35.80,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,29.00,14,NA,dynamic,LOE,0.5000,NA,190.00,NA,NA,36.60,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,death,0.5000,NA,190.00,NA,NA,33.80,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,190.00,NA,NA,34.10,0.60,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,death,0.5000,NA,190.00,NA,NA,35.20,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,26.00,14,NA,dynamic,death,0.5000,NA,190.00,NA,NA,36.00,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Seriola quinqueradiata,Coastal waters of Japan,34.49,138.16,Marine,experimental,29.00,14,NA,dynamic,death,0.5000,NA,190.00,NA,NA,36.90,0.10,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachinotus carolinus,Sand beach Ubatuba Brazil,-23.30,-45.00,Marine,collection,22.00,NA,NA,dynamic,death,0.0300,NA,64.60,NA,juveniles,38.00,0.48,11,yes,Marine,Cardoso et al. 2015,33
Carangidae,Trachinotus paitensis,Gulf of California near Puerto Penasco Sonora Mexico,31.29,-113.54,Marine,collection,24.10,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,39.50,0.07,6,no,Marine,Heath 1967,88
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,17.00,14,NA,dynamic,LOE,0.5000,NA,168.00,NA,NA,32.00,0.60,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,168.00,NA,NA,33.80,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,LOE,0.5000,NA,168.00,NA,NA,34.60,0.30,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,LOE,0.5000,NA,168.00,NA,NA,35.10,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,17.00,14,NA,dynamic,death,0.5000,NA,168.00,NA,NA,32.10,0.60,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,168.00,NA,NA,34.00,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,death,0.5000,NA,168.00,NA,NA,35.00,0.20,5,yes,Marine,Tsuchida 1995,201
Carangidae,Trachurus japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,death,0.5000,NA,168.00,NA,NA,35.40,0.20,5,yes,Marine,Tsuchida 1995,201
Catostomidae,Carpiodes carpio,Mississippi River US,38.34,-90.37,Freshwater,collection,31.00,NA,NA,static,death,0.0700,2880.00,55.20,2.40,juveniles,35.20,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Catostomidae,Carpiodes cyprinus,Indian Creek Ohio US,39.97,-82.81,Freshwater,collection,24.00,NA,NA,dynamic,LOE,0.8000,NA,50.00,NA,NA,38.80,0.80,6,no,Freshwater,Mundahl 1990,140
Catostomidae,Carpiodes cyprinus,Lake Erie,42.08,-81.34,Freshwater,collection,23.30,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,37.20,NA,NA,no,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus catostomus,British Columbia Canada,54.61,-124.91,Freshwater,experimental,14.00,NA,NA,dynamic,death,NA,NA,NA,NA,NA,26.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,35.10,0.53,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,37.00,0.71,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,36.50,0.35,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,37.30,0.71,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,36.90,0.35,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,37.60,0.35,12,no,Freshwater,Carveth et al. 2006,35
Catostomidae,Catostomus clarkii,Virgin River Utha US,37.20,-113.26,Freshwater,experimental,10.00,14,NA,dynamic,LOE,0.2400,NA,124.60,16.35,NA,32.20,0.64,6,no,Freshwater,Deacon et al. 1987,56
Catostomidae,Catostomus clarkii,Virgin River Utha US,37.20,-113.26,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.2400,NA,124.60,16.35,NA,37.17,0.50,6,no,Freshwater,Deacon et al. 1987,56
Catostomidae,Catostomus commersonii,NA,NA,NA,Freshwater,experimental,26.00,NA,NA,dynamic,LOE,0.0170,NA,NA,NA,NA,34.90,0.25,5,yes,Freshwater,Beitinger et al. 2000,12
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,8.90,NA,NA,static,death,NA,1440.00,NA,NA,larvae,29.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,8.90,NA,NA,static,death,NA,2880.00,NA,NA,larvae,29.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,8.90,NA,NA,static,death,NA,5760.00,NA,NA,larvae,28.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.20,NA,NA,static,death,NA,1440.00,NA,NA,larvae,31.10,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.20,NA,NA,static,death,NA,2880.00,NA,NA,larvae,31.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.20,NA,NA,static,death,NA,5760.00,NA,NA,larvae,30.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,21.10,NA,NA,static,death,NA,1440.00,NA,NA,larvae,31.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,21.10,NA,NA,static,death,NA,5760.00,NA,NA,larvae,28.20,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,10.00,NA,NA,static,death,NA,1440.00,NA,NA,larvae,28.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,10.00,NA,NA,static,death,NA,2880.00,NA,NA,larvae,28.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,10.00,NA,NA,static,death,NA,5760.00,NA,NA,larvae,28.10,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.80,NA,NA,static,death,NA,1440.00,NA,NA,larvae,30.70,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.80,NA,NA,static,death,NA,2880.00,NA,NA,larvae,30.70,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,15.80,NA,NA,static,death,NA,5760.00,NA,NA,larvae,30.70,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,21.10,NA,NA,static,death,NA,1440.00,NA,NA,larvae,32.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,21.10,NA,NA,static,death,NA,2880.00,NA,NA,larvae,32.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Greenwood Lake Michigan Michigan US,43.22,-86.35,Freshwater,experimental,21.10,NA,NA,static,death,NA,5760.00,NA,NA,larvae,30.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Minessota US,46.78,-94.70,Freshwater,experimental,26.00,NA,NA,static,death,NA,5760.00,NA,NA,larvae,30.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Minessota US,46.78,-94.70,Freshwater,experimental,26.00,NA,NA,static,death,NA,5760.00,NA,NA,juveniles,32.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,British Columbia Canada,54.61,-124.91,Freshwater,experimental,23.00,NA,NA,dynamic,NA,NA,NA,NA,NA,larvae,37.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,British Columbia Canada,54.61,-124.91,Freshwater,experimental,28.00,NA,NA,dynamic,death,NA,NA,NA,NA,juveniles,40.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,experimental,5.00,NA,NA,static,death,NA,NA,NA,NA,NA,26.30,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,experimental,10.00,NA,NA,static,death,NA,NA,NA,NA,NA,27.70,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,experimental,15.00,NA,NA,static,death,NA,NA,NA,NA,NA,29.30,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,experimental,20.00,NA,NA,static,death,NA,NA,NA,NA,NA,29.30,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,experimental,25.00,NA,NA,static,death,NA,NA,NA,NA,NA,29.30,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus commersonii,Lake Erie,42.08,-81.34,Freshwater,collection,19.00,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,31.60,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Catostomus latipinnis,Virgin River Utha US,37.20,-113.26,Freshwater,experimental,10.00,14,NA,dynamic,LOE,0.2400,NA,155.60,27.57,NA,31.22,1.08,6,no,Freshwater,Deacon et al. 1987,56
Catostomidae,Catostomus latipinnis,Virgin River Utha US,37.20,-113.26,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.2400,NA,155.60,27.57,NA,36.98,0.29,6,no,Freshwater,Deacon et al. 1987,56
Catostomidae,Catostomus occidentalis,California US,36.80,-119.43,Freshwater,experimental,15.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,30.84,NA,4,yes,Freshwater,Moyle & Knight 1984,138
Catostomidae,Catostomus occidentalis,California US,36.80,-119.43,Freshwater,experimental,20.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,34.15,NA,4,yes,Freshwater,Moyle & Knight 1984,138
Catostomidae,Catostomus occidentalis,California US,36.80,-119.43,Freshwater,experimental,25.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,35.87,NA,5,yes,Freshwater,Moyle & Knight 1984,138
Catostomidae,Catostomus occidentalis,California US,36.80,-119.43,Freshwater,experimental,30.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,36.03,NA,5,yes,Freshwater,Moyle & Knight 1984,138
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,20.00,10,0.9,dynamic,death,0.3000,NA,NA,NA,NA,32.90,0.65,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,22.50,10,0.9,dynamic,death,0.3000,NA,NA,NA,NA,33.20,0.43,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,25.00,10,0.9,dynamic,death,0.3000,NA,NA,NA,NA,34.00,0.43,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,20.00,10,0.9,dynamic,LOE,0.3000,NA,NA,NA,NA,32.30,0.65,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,22.50,10,0.9,dynamic,LOE,0.3000,NA,NA,NA,NA,32.60,0.43,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,25.00,10,0.9,dynamic,LOE,0.3000,NA,NA,NA,NA,33.60,0.65,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,20.00,10,0.9,dynamic,flaring operculum,0.3000,NA,NA,NA,NA,32.50,0.87,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,22.50,10,0.9,dynamic,flaring operculum,0.3000,NA,NA,NA,NA,32.70,0.65,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus platyrhynchus,Whitewood Creek near Whitewood South Dakota US,44.47,-103.62,Freshwater,experimental,25.00,10,0.9,dynamic,flaring operculum,0.3000,NA,NA,NA,NA,33.70,0.43,18,no,Freshwater,Schultz & Bertrand 2011,173
Catostomidae,Catostomus snyderi,NA,42.75,-121.73,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,32.60,NA,1,yes,Freshwater,Beitinger et al. 2000,12
Catostomidae,Chasmistes brevirostris,NA,42.26,-121.68,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,32.70,0.32,10,yes,Freshwater,Beitinger et al. 2000,12
Catostomidae,Chasmistes liorus,Bozeman Montana US,45.69,-111.04,Freshwater,experimental,16.00,NA,NA,static,death,NA,10080.00,NA,NA,larvae,29.00,NA,NA,no,Freshwater,Kappenman et al. 2010,99
Catostomidae,Hypentelium nigricans,Buffalo creek Erie County New York US,42.60,-78.47,Freshwater,experimental,15.00,28,NA,dynamic,OS,1.0000,NA,NA,NA,NA,30.80,1.34,9,yes,Freshwater,Kowaski et al. 1978,108
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,18.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,27.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,21.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,30.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,24.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,33.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,27.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,33.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,30.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,33.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Hypentelium nigricans,New River drainage US,36.94,-81.05,Freshwater,experimental,33.00,7,1,static,death,NA,10080.00,50-100,NA,sub-adults,34.00,NA,NA,yes,Freshwater,Cherry et al. 1977,39
Catostomidae,Ictiobus bubalus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10.00,14,NA,dynamic,OS,1.0000,NA,NA,NA,NA,31.30,NA,1,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Catostomidae,Ictiobus bubalus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10.00,14,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,29.50,NA,1,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Catostomidae,Minytrema melanops,Lake Erie,42.08,-81.34,Freshwater,collection,20.00,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,31.00,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Catostomidae,Moxostoma erythrurum,Walhonding River Ohio US,40.38,-81.68,Freshwater,experimental,23.80,7,NA,dynamic,death,0.0800,NA,NA,NA,juveniles adults,35.40,NA,NA,yes,Freshwater,Reash et al. 2000,162
Catostomidae,Moxostoma macrolepidotum,Walhonding River Ohio US,40.38,-81.68,Freshwater,experimental,23.80,7,NA,dynamic,death,0.0600,NA,NA,NA,juveniles adults,35.10,NA,NA,yes,Freshwater,Reash et al. 2000,162
Catostomidae,Moxostoma robustum,Oconee River Dublin Georgia US,32.50,-82.88,Freshwater,experimental,20.00,14,NA,dynamic,LOE,0.3000,NA,NA,10.90,sub-adults,34.93,3.29,12,yes,Freshwater,Walsh et al. 1998,207
Catostomidae,Moxostoma robustum,Oconee River Dublin Georgia US,32.50,-82.88,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,NA,10.90,sub-adults,37.16,0.36,11,yes,Freshwater,Walsh et al. 1998,207
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,36.70,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,39.80,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,25.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,38.50,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,30.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,40.20,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,25.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,39.10,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Catostomidae,Xyrauchen texanus,NA,35.97,-111.14,Freshwater,experimental,30.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,40.30,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Centrarchidae,Ambloplites rupestris,New River drainage US,36.94,-81.05,Freshwater,experimental,33.00,7,NA,static,death,NA,10080.00,50-100,NA,sub-adults,36.00,NA,10,yes,Freshwater,Cherry et al. 1977,39
Centrarchidae,Ambloplites rupestris,Lake Erie,42.08,-81.34,Freshwater,collection,14.60,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,31.20,NA,NA,yes,Freshwater,Yoder et al. 2012,213
